,text_id,text,positive,negative,neutral,label
0,paragraph.1,"CLARIFICATION: Sonny Hashmi, the Federal Acquisition Service Commissioner, did not take part in the March 20 meeting with the TMF Board as previously reported. GSA also says it alerted the TMF Board in February 2022 and has been regularly briefing them on its progress. The story has been updated to reflect these changes.",0.8661192059516907,0.02192726545035839,0.11195347458124161,positive
1,paragraph.2, ,0.17821143567562103,0.1738315224647522,0.6479570269584656,neutral
2,paragraph.3,The General Services Administration is facing a crisis of confidence.,0.14179810881614685,0.844947874546051,0.013253970071673393,negative
3,paragraph.4,"The third scathing inspector general report since 2016 once again reinforced how headquarters can’t make the Technology Transformation Service play by the government’s rules, in turn leading agency chief information officers and other technology executives to question whether GSA, as a whole, can be trusted.",0.18856805562973022,0.7965527176856995,0.014879192225635052,negative
4,paragraph.5,        Join us Apr. 25 at 1 p.m. EST for Federal News Network's StateRAMP Exchange where we'll explore how the StateRAMP program provides cyber assurances as state agencies continue their IT modernization journies. | Register today!,0.9782677888870239,0.00873603019863367,0.012996231205761433,positive
5,paragraph.6,"Interviews with five current federal technology executives, three former technology leaders and industry experts say the trust between TTS, and in some ways GSA, has, unfortunately, once again been broken.",0.360633909702301,0.6018730401992798,0.03749307245016098,negative
6,paragraph.7,"“TTS sells you snake oil and then leaves,” said one agency CIO, who like others for this story, requested anonymity in order to speak candidly about their work with GSA and TTS. “My team must clean up TTS’ mess, and programs are more upset because they didn’t get what they thought they were promised.”",0.10443639010190964,0.895548403263092,0.000015226402865664568,negative
7,paragraph.8,"Other technology executives echoed these comments, saying they either don’t trust TTS to come into their agency, or if they do, only in certain circumstances when they can wrap oversight and accountability from their own staff around them.",0.9041892886161804,0.009569657035171986,0.08624109625816345,positive
8,paragraph.9,"“If you talk to any CIO, they will tell you they will not welcome having TTS interject themselves into their enterprise. It’s an attitude. It’s like ‘we are here; we are the cool kids and you have screwed things up for years, so now we will fix it.’  But they don’t understand the long-term challenges and needs of the agency,” said another CIO.",0.9823423027992249,0.017652926966547966,0.0000047510507101833355,positive
9,paragraph.10,"Another federal technology executive added, “They come in to solve one problem, and they create two different problems. They are not systems experts. The culture of the organization doesn’t focus on fixing the business processes and the technology. They are very much go in and take a quick hit.”",0.27361080050468445,0.7251750230789185,0.0012141343904659152,negative
10,paragraph.11,Failed attempt to change TTS,0.23162686824798584,0.13385099172592163,0.6345220804214478,neutral
11,paragraph.12,"While many technology executives said they weren’t surprised by the IG’s findings that TTS misled agencies for four years about how Login.gov met certain identity proofing requirements under the National Institute of Standards and Technology Special Publication 800-63-3, the IG report signals TTS remains a horse that cannot be broken, despite multiple attempts across multiple administrations.",0.9984065890312195,0.0015270913718268275,0.00006632281292695552,positive
12,paragraph.13,"“TTS was encouraged to be risk-takers and innovative, but they never realized that they are still federal employees, and there are rules and there is a bureaucracy, which isn’t always bad. It’s a way to make sure you are coloring in the lines,” said a former federal executive familiar with GSA. “I think most people like the idea of TTS, bringing in innovative acquisition approaches and encouraging folks to come in and out of government. But maybe there needs to be an education course for all new employees about the rules of the road in government. Or maybe they need to be a hybrid organization that lets people that come in and out, but also has permanent staff to make sure rules are being followed.”",0.9310891032218933,0.06891094148159027,2.2997511450739694e-8,positive
13,paragraph.14,"In fact, sources say during the final days of the Trump administration, GSA leadership seriously considered moving the TTS director, a deputy commissioner of the Federal Acquisition Service, down a notch to an assistant commissioner role, in part because of the organization’s refusal to follow federal acquisition and management principles.",0.9804332256317139,0.018615983426570892,0.0009507606155239046,positive
14,paragraph.15,        Read more: Reporter's Notebook,0.19871068000793457,0.1064688116312027,0.6948204636573792,neutral
15,paragraph.16,"“GSA did think about how to restructure TTS management. It’s unusual to have two deputy commissioners, and organizationally, it would be better to have TTS at [the] same level as other assistant commissioners in FAS,” said one former federal official, familiar with GSA’s considerations. “GSA was in touch with transition officials and floated that management change, and the Biden transition declined to agree with us. It was a way of setting expectations that they are part of the team and were held to the same expectations and all rules around financial, legal and acquisition.”",0.7193834781646729,0.28061649203300476,1.534299443051168e-8,positive
16,paragraph.17,"The concern about TTS from the beginning was, in making the leader a deputy commissioner, it gave them a higher profile with internal and external folks, especially given the size and impact of the organization, which pales in comparison to several of GSA’s other business lines, like technology and professional services.",0.9923633337020874,0.0035679317079484463,0.0040687257423996925,positive
17,paragraph.18,Reminiscent of ‘parking’ money scandal,0.3028244972229004,0.15070413053035736,0.5464714169502258,neutral
18,paragraph.19,"This latest incident brings back bad memories of GSA’s troubles in the 2000s. And as the old adage says, “those who don’t learn from history are doomed to repeat it.”",0.009827828034758568,0.9567515254020691,0.03342067077755928,negative
19,paragraph.20,"It now seems like GSA’s crisis of confidence across many agencies has returned it to the days of its “parking” money scandal in the early 2000s. During that episode, GSA offered the Defense Department and other agencies the ability to improperly extend expiring funds by “parking” the money in assistant acquisition accounts.",0.37344273924827576,0.6265561580657959,0.000001123784386436455,negative
20,paragraph.21,"Former federal executives said it took GSA several years to rebuild the trust from that incident, and after four years of deceit around the Login.gov platform that not only involves TTS, but the agency’s well-respected CIO, Dave Shive, it’s going to take more than a few promises and well-worn talking points to rebuild the trust.",0.9917058944702148,0.007873963564634323,0.0004201940610073507,positive
21,paragraph.22,"“GSA got very serious about repairing that trust in the 2000s. Assisted Acquisition Services was a huge business line for them. It went from $7 billion down to $3 billion a year. Now it’s up to more than $15 billion. But it grew in way that is more structured, there is more training and more control around it,” said a former federal executive familiar with GSA and TTS. “It will take a lot of repairs to fix trust issues at TTS and to get TTS to work for agencies again. If GSA is serious about keeping this organization and getting people to understand their value and reestablish some trust, this will take some effort. It is not just briefing people and replacing people, but a long-term effort.”",0.9980491399765015,0.0019506992539390922,6.136701102832376e-8,positive
22,paragraph.23,"For GSA, those long-term efforts started on March 20, by meeting with the Technology Modernization Fund Board, and continues Wednesday during a hearing before the House Oversight and Accountability Committee’s Subcommittee on Government Operations and the Federal Workforce.",0.6700214147567749,0.21737028658390045,0.11260829865932465,positive
23,paragraph.24,        Sign up for our daily newsletter so you never miss a beat on all things federal,0.12789088487625122,0.11895080655813217,0.7531583309173584,neutral
24,paragraph.25,TMF Board unhappy,0.10441097617149353,0.40917325019836426,0.4864157736301422,neutral
25,paragraph.26,"Government sources say GSA started its apology tour when Sonny Hashmi, the commissioner of the Federal Acquisition Service, where TTS resides, and TTS Director Ann Lewis appeared before the TMF Board, which awarded Login.gov $187 million in September 2021, by far the largest amount in the five years since Congress established the IT modernization “loan” program.",0.05305895209312439,0.13034670054912567,0.8165944218635559,neutral
26,paragraph.27,Sources say GSA officials explained to the board where Login.gov is today and ensured the board knew about the leadership changes for both TTS and Login.,0.2480146884918213,0.13891279697418213,0.6130724549293518,neutral
27,paragraph.28,"“There was clearly concern from high levels of government at the meeting,” one government official said. “But there were no specifics or decisions about whether to stop funding Login. I think there was recognition that it’s a new crew running Login, and they are committed to fixing the problems. It’s clear they are certainly willing to build trust back up.”",0.7692289352416992,0.2307579517364502,0.000013093381312501151,positive
28,paragraph.29,There is another TMF Board meeting scheduled in the coming weeks where Login.gov may come up again.,0.2926780581474304,0.21982377767562866,0.4874982237815857,neutral
29,paragraph.30,GSA says  it informed the TMF Board in February 2022 of the previous mischaracterizations of Login.gov.,0.17273874580860138,0.1341191977262497,0.6931421160697937,neutral
30,paragraph.31,"“Since receiving initial funds from the TMF, Login.gov has briefed the board on at least a quarterly basis, providing detailed updates and sharing regular progress on how funds are being used to achieve agreed-upon milestones – related to preventing fraud, launching in-person proofing, providing better customer service, etc. – in improving Login.gov,” a GSA official said.",0.998782217502594,0.0010686080204322934,0.00014915909559931606,positive
31,paragraph.32,"Sources also say the CIO and Chief Information Security Officer (CISO) councils are scheduled to meet as well in April, and Login’s problems are expected to be on the agenda.",0.7350820899009705,0.16346371173858643,0.1014542356133461,positive
